table_id,column_id,of_variable,is_type,with_entry
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHK,Forest_floor_depth_avg,value,--
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHK,Litter_layer_depth_avg,description,The average litter layer thickness for the subplot
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHK,Litter_layer_depth_avg,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHK,Litter_layer_depth_avg,method,LTRLRTHK = (LTRLRTHKE + LTRLRTHKW + LTRLRTHKN + LTRLRTHKS) / 4
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHK,Litter_layer_depth_avg,value,--
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKN,Forest_floor_depth_north,description,The thickness of the forest floor at the north edge of the sampling frame measured from the top of the litter layer to the boundary between the forest floor and mineral soil
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKN,Forest_floor_depth_north,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKN,Forest_floor_depth_north,method,"Measured from the top of the litter layer to the boundary between the forest floor and mineral soil; measured to a maximum depth of 20.0 inches. If the thickness of the forest floor is greater than 20.0 inches, then the code 20.0 is used. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKN,Forest_floor_depth_north,value,--
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKN,Litter_layer_depth_north,description,The thickness of the litter layer at the north location within the sampling frame
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKN,Litter_layer_depth_north,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKN,Litter_layer_depth_north,method,"The thickness of the litter layer (to the nearest 0.1 inch) at the north location within the sampling frame. The bottom of the litter layer can be distinguished as the boundary where plant parts (such as leaves or needles) are no longer recognizable as such because of decomposition. Another criterion is that the organic layer may contain plant roots, but the litter layer will probably not. At some locations, the depth to the forest floor and the depth of the litter layer will be the same. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKN,Litter_layer_depth_north,value,--
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKS,Forest_floor_depth_south,description,The thickness of the forest floor at the south edge of the sampling frame measured from the top of the litter layer to the boundary between the forest floor and mineral soil
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKS,Forest_floor_depth_south,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKS,Forest_floor_depth_south,method,"Measured from the top of the litter layer to the boundary between the forest floor and mineral soil; measured to a maximum depth of 20.0 inches. If the thickness of the forest floor is greater than 20.0 inches, then the code 20.0 is used. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKS,Forest_floor_depth_south,value,--
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKS,Litter_layer_depth_south,description,The thickness of the litter layer at the south location within the sampling frame
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKS,Litter_layer_depth_south,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKS,Litter_layer_depth_south,method,"The thickness of the litter layer (to the nearest 0.1 inch) at the south location within the sampling frame. The bottom of the litter layer can be distinguished as the boundary where plant parts (such as leaves or needles) are no longer recognizable as such because of decomposition. Another criterion is that the organic layer may contain plant roots, but the litter layer will probably not. At some locations, the depth to the forest floor and the depth of the litter layer will be the same. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKS,Litter_layer_depth_south,value,--
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKE,Forest_floor_depth_east,description,The thickness of the forest floor at the east edge of the sampling frame measured from the top of the litter layer to the boundary between the forest floor and mineral soil
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKE,Forest_floor_depth_east,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKE,Forest_floor_depth_east,method,"Measured from the top of the litter layer to the boundary between the forest floor and mineral soil; measured to a maximum depth of 20.0 inches. If the thickness of the forest floor is greater than 20.0 inches, then the code 20.0 is used. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKE,Forest_floor_depth_east,value,--
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKE,Litter_layer_depth_east,description,The thickness of the litter layer at the east location within the sampling frame
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKE,Litter_layer_depth_east,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKE,Litter_layer_depth_east,method,"The thickness of the litter layer (to the nearest 0.1 inch) at the east location within the sampling frame. The bottom of the litter layer can be distinguished as the boundary where plant parts (such as leaves or needles) are no longer recognizable as such because of decomposition. Another criterion is that the organic layer may contain plant roots, but the litter layer will probably not. At some locations, the depth to the forest floor and the depth of the litter layer will be the same. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKE,Litter_layer_depth_east,value,--
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKW,Forest_floor_depth_west,description,The thickness of the forest floor at the west edge of the sampling frame measured from the top of the litter layer to the boundary between the forest floor and mineral soil
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKW,Forest_floor_depth_west,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKW,Forest_floor_depth_west,method,"Measured from the top of the litter layer to the boundary between the forest floor and mineral soil; measured to a maximum depth of 20.0 inches. If the thickness of the forest floor is greater than 20.0 inches, then the code 20.0 is used. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,FORFLTHKW,Forest_floor_depth_west,value,--
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKW,Litter_layer_depth_west,description,The thickness of the litter layer at the west location within the sampling frame
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKW,Litter_layer_depth_west,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKW,Litter_layer_depth_west,method,"The thickness of the litter layer (to the nearest 0.1 inch) at the west location within the sampling frame. The bottom of the litter layer can be distinguished as the boundary where plant parts (such as leaves or needles) are no longer recognizable as such because of decomposition. Another criterion is that the organic layer may contain plant roots, but the litter layer will probably not. At some locations, the depth to the forest floor and the depth of the litter layer will be the same. For locations where bare soil or bedrock material is exposed, 00.0 inches depth is entered."
ENTIRE_SOILS_SAMPLE_LOC,LTRLRTHKW,Litter_layer_depth_west,value,--
ENTIRE_SOILS_SAMPLE_LOC,CONDID,Condition,description,Condition
ENTIRE_SOILS_SAMPLE_LOC,CONDID,Condition,identifier,--
ENTIRE_SOILS_SAMPLE_LOC,VSTNBR,Visit_number,description,Visit number
ENTIRE_SOILS_SAMPLE_LOC,VSTNBR,Visit_number,control_vocabulary,TBD
ENTIRE_SOILS_SAMPLE_LOC,TXTRLYR1,Soil_texture_layer1,description,A code indicating the soil texture of the 0-4 inch layer estimated in the field
ENTIRE_SOILS_SAMPLE_LOC,TXTRLYR1,Soil_texture_layer1,method,determination by feel in the field
ENTIRE_SOILS_SAMPLE_LOC,TXTRLYR1,Soil_texture_layer1,control_vocabulary,TBD
ENTIRE_SOILS_SAMPLE_LOC,TXTRLYR2,Soil_texture_layer2,description,A code indicating the soil texture of the 4-8 inch layer estimated in the field
ENTIRE_SOILS_SAMPLE_LOC,TXTRLYR2,Soil_texture_layer2,method,determination by feel in the field
ENTIRE_SOILS_SAMPLE_LOC,TXTRLYR2,Soil_texture_layer2,control_vocabulary,TBD
ENTIRE_SOILS_SAMPLE_LOC,DPTHSBSL,Depth_to_restricted_layer,description,"Indicates the median depth of five location within the soil sampling area (center, north, east, south, and west edges) to a restrictive layer"
ENTIRE_SOILS_SAMPLE_LOC,DPTHSBSL,Depth_to_restricted_layer,unit,tenths of inches
ENTIRE_SOILS_SAMPLE_LOC,DPTHSBSL,Depth_to_restricted_layer,value,--
ENTIRE_SOILS_SAMPLE_LOC,SOILS_STATCD,Soil_stat,identifier,--
ENTIRE_SOILS_SAMPLE_LOC,SOILS_STATCD,Soil_stat,control_vocabulary,TBD
ENTIRE_SOILS_SAMPLE_LOC,CREATED_BY,Data_collection_person,description,The employee who created the record. This attribute is intentionally left blank in download files
ENTIRE_SOILS_SAMPLE_LOC,CREATED_BY,Data_collection_person,identifier,--
ENTIRE_SOILS_SAMPLE_LOC,CREATED_DATE,Data_collection_time,description,The date on which the record was created. Date will be in the form DD-MON-YYYY.
ENTIRE_SOILS_SAMPLE_LOC,CREATED_DATE,Data_collection_time,identifier,--
ENTIRE_SOILS_SAMPLE_LOC,CREATED_IN_INSTANCE,Data_collection_instance,description,"The database instance in which the record was created. Each computer system has a unique database instance code, and this attribute stores that information to determine on which computer the record was created."
ENTIRE_SOILS_SAMPLE_LOC,CREATED_IN_INSTANCE,Data_collection_instance,identifier,--
ENTIRE_SOILS_SAMPLE_LOC,MODIFIED_BY,Data_modification_person,description,The employee who modified the record. This field will be null if the data have not been modified since initial creation. This attribute is intentionally left blank in download files.
ENTIRE_SOILS_SAMPLE_LOC,MODIFIED_BY,Data_modification_person,identifier,--
ENTIRE_SOILS_SAMPLE_LOC,MODIFIED_DATE,Data_modification_time,description,The date on which the record was last modified. This field will be null if the data have not been modified since initial creation. Date will be in the form DD-MON-YYYY.
ENTIRE_SOILS_SAMPLE_LOC,MODIFIED_DATE,Data_modification_time,identifier,--
ENTIRE_SOILS_SAMPLE_LOC,MODIFIED_IN_INSTANCE,Data_modification_instance,description,The database instance in which the record was created. This field will be null if the data have not been modified since initial creation.
ENTIRE_SOILS_SAMPLE_LOC,MODIFIED_IN_INSTANCE,Data_modification_instance,identifier,--
ENTIRE_SOILS_LAB,CN,Soil_lab,description,A unique sequence number used to identify a soils sample location.
ENTIRE_SOILS_LAB,CN,Soil_lab,identifier,--
ENTIRE_SOILS_LAB,PLT_CN,Plot_visit,description,Foreign key linking the soils lab record to the P2 plot record.
ENTIRE_SOILS_LAB,PLT_CN,Plot_visit,identifier,
ENTIRE_SOILS_LAB,INVYR,Inventory_year,description,The year that best represents when the inventory data were collected.
ENTIRE_SOILS_LAB,INVYR,Inventory_year,identifier,--
ENTIRE_SOILS_LAB,STATECD,State,description,Bureau of the Census Federal Information Processing Standards (FIPS) two-digit code for each State.
ENTIRE_SOILS_LAB,STATECD,State,identifier,--
ENTIRE_SOILS_LAB,COUNTYCD,County,description,"The identification number for a county, parish, watershed, borough, or similar governmental unit in a State. FIPS codes from the Bureau of the Census are used."
ENTIRE_SOILS_LAB,COUNTYCD,County,identifier,--
ENTIRE_SOILS_LAB,PLOT,Plot,description,"An identifier for a plot. Along with STATECD, INVYR, and COUNTYCD, PLOT may be used to uniquely identify a plot."
ENTIRE_SOILS_LAB,PLOT,Plot,identifier,--
ENTIRE_SOILS_LAB,SMPLNNBR,Sample_number,description,The number corresponding to the subplot where the sample was collected. SMPLNNBR equals the subplot number.
ENTIRE_SOILS_LAB,SMPLNNBR,Sample_number,control_vocabulary,TBD
ENTIRE_SOILS_LAB,MEASYEAR,Measure_year,description,The year in which the plot was completed. MEASYEAR may differ from INVYR.
ENTIRE_SOILS_LAB,MEASYEAR,Measure_year,value,--
ENTIRE_SOILS_LAB,VSTNBR,Visit_number,description,The number of the soil sampling location at which the soil sample was collected. Values are 1 - 9.
ENTIRE_SOILS_LAB,VSTNBR,Visit_number,control_vocabulary,TBD
ENTIRE_SOILS_LAB,CREATED_BY,Data_collection_person,description,The employee who created the record. This attribute is intentionally left blank in download files
ENTIRE_SOILS_LAB,CREATED_BY,Data_collection_person,identifier,--
ENTIRE_SOILS_LAB,CREATED_DATE,Data_collection_time,description,The date on which the record was created. Date will be in the form DD-MON-YYYY.
ENTIRE_SOILS_LAB,CREATED_DATE,Data_collection_time,identifier,--
ENTIRE_SOILS_LAB,CREATED_IN_INSTANCE,Data_collection_instance,description,"The database instance in which the record was created. Each computer system has a unique database instance code, and this attribute stores that information to determine on which computer the record was created."
ENTIRE_SOILS_LAB,CREATED_IN_INSTANCE,Data_collection_instance,identifier,--
ENTIRE_SOILS_LAB,MODIFIED_BY,Data_modification_person,description,The employee who modified the record. This field will be null if the data have not been modified since initial creation. This attribute is intentionally left blank in download files.
ENTIRE_SOILS_LAB,MODIFIED_BY,Data_modification_person,identifier,--
ENTIRE_SOILS_LAB,MODIFIED_DATE,Data_modification_time,description,The date on which the record was last modified. This field will be null if the data have not been modified since initial creation. Date will be in the form DD-MON-YYYY.
ENTIRE_SOILS_LAB,MODIFIED_DATE,Data_modification_time,identifier,--
ENTIRE_SOILS_LAB,MODIFIED_IN_INSTANCE,Data_modification_instance,description,The database instance in which the record was created. This field will be null if the data have not been modified since initial creation.
ENTIRE_SOILS_LAB,MODIFIED_IN_INSTANCE,Data_modification_instance,identifier,--
ENTIRE_SOILS_LAB,LAYER_TYPE,Layer_type,description,Indicates the soil layer type (code).
ENTIRE_SOILS_LAB,LAYER_TYPE,Layer_type,control_vocabulary,TBD
ENTIRE_SOILS_LAB,SAMPLER_TYPE,Sampler_type,description,A code indicating the type of soil sampler used.
ENTIRE_SOILS_LAB,SAMPLER_TYPE,Sampler_type,method,--
ENTIRE_SOILS_LAB,QASTATCD,Quality_assurance _status,description,A code indicating the type of plot data collected.
ENTIRE_SOILS_LAB,QASTATCD,Quality_assurance _status,control_vocabulary,TBD
ENTIRE_SOILS_LAB,SAMPLE_DATE,Sample_date,description,Indicates the date of soil measurements and sampling.
ENTIRE_SOILS_LAB,SAMPLE_DATE,Sample_date,identifier,--
ENTIRE_SOILS_LAB,LAB_ID,Laboratory,description,Indicates the laboratory where the analyses were done.
ENTIRE_SOILS_LAB,LAB_ID,Laboratory,control_vocabulary,TBD
ENTIRE_SOILS_LAB,SAMPLE_ID,Sample,description,"Internal lab sample identification number used to identify samples, match to plot identifier data, and track samples."
ENTIRE_SOILS_LAB,SAMPLE_ID,Sample,identifier,--
ENTIRE_SOILS_LAB,FIELD_MOIST_SOIL_WT,Field_moist_weight,description,The weight of the soil sample as received from the field in grams.
ENTIRE_SOILS_LAB,FIELD_MOIST_SOIL_WT,Field_moist_weight,unit,grams
ENTIRE_SOILS_LAB,FIELD_MOIST_SOIL_WT,Field_moist_weight,method,gravimetric
ENTIRE_SOILS_LAB,FIELD_MOIST_SOIL_WT,Field_moist_weight,value,--
ENTIRE_SOILS_LAB,AIR_DRY_SOIL_WT,Air_dry_weight,description,The weight of the soil sample after air-drying at ambient temperature in grams.
ENTIRE_SOILS_LAB,AIR_DRY_SOIL_WT,Air_dry_weight,unit,grams
ENTIRE_SOILS_LAB,AIR_DRY_SOIL_WT,Air_dry_weight,method,gravimetric - air-dried to a constant weight
ENTIRE_SOILS_LAB,AIR_DRY_SOIL_WT,Air_dry_weight,value,--
ENTIRE_SOILS_LAB,OVEN_DRY_SOIL_WT,Oven_dry_weight,description,The calculated weight of the soil sample based on an oven-dried subsample in grams.
ENTIRE_SOILS_LAB,OVEN_DRY_SOIL_WT,Oven_dry_weight,unit,grams
ENTIRE_SOILS_LAB,OVEN_DRY_SOIL_WT,Oven_dry_weight,method,gravimetric - oven-dried subsample at 105° C for 24 hours
ENTIRE_SOILS_LAB,OVEN_DRY_SOIL_WT,Oven_dry_weight,value,--
ENTIRE_SOILS_LAB,FIELD_MOIST_WATER_CONTENT_PCT,Field_moist_water_content,description,The field-moist to air-dry water content in percent: field-moist sample weight / air-dry sample weight - 1
ENTIRE_SOILS_LAB,FIELD_MOIST_WATER_CONTENT_PCT,Field_moist_water_content,unit,percent by weight
ENTIRE_SOILS_LAB,FIELD_MOIST_WATER_CONTENT_PCT,Field_moist_water_content,method,Calculated from field-moist soil weight and air-dried soil weight
ENTIRE_SOILS_LAB,FIELD_MOIST_WATER_CONTENT_PCT,Field_moist_water_content,value,--
ENTIRE_SOILS_LAB,RESIDUAL_WATER_CONTENT_PCT,Residual_water_content,description,Residual water content percent: air-dried soil weight/ oven-dried soil weight - 1
ENTIRE_SOILS_LAB,RESIDUAL_WATER_CONTENT_PCT,Residual_water_content,unit,percent by weight
ENTIRE_SOILS_LAB,RESIDUAL_WATER_CONTENT_PCT,Residual_water_content,method,Calculated from air-dried soil weight and oven-dried soil weight
ENTIRE_SOILS_LAB,RESIDUAL_WATER_CONTENT_PCT,Residual_water_content,value,--
ENTIRE_SOILS_LAB,TOTAL_WATER_CONTENT_PCT,Total_water_content,description,Total water content percent
ENTIRE_SOILS_LAB,TOTAL_WATER_CONTENT_PCT,Total_water_content,unit,percent by weight
ENTIRE_SOILS_LAB,TOTAL_WATER_CONTENT_PCT,Total_water_content,method,Calculated as the sum of field_moist_water_content_pct and residual_water_content_pct
ENTIRE_SOILS_LAB,TOTAL_WATER_CONTENT_PCT,Total_water_content,value,--
ENTIRE_SOILS_LAB,BULK_DENSITY,Bulk_density,description,"The soil bulk density calculated as weight per unit volume of soil, g/cm3"
ENTIRE_SOILS_LAB,BULK_DENSITY,Bulk_density,unit,g/cm3
ENTIRE_SOILS_LAB,BULK_DENSITY,Bulk_density,method,dry soil with coarse fraction included; calculated from oven-dry soil weight and soil core volume
ENTIRE_SOILS_LAB,BULK_DENSITY,Bulk_density,value,--
ENTIRE_SOILS_LAB,COARSE_FRACTION_PCT,coarse_fraction,description,The percentage of mineral soil greater than 2 mm in size
ENTIRE_SOILS_LAB,COARSE_FRACTION_PCT,coarse_fraction,unit,Percent of mineral soil greater than 2 mm in size calculated using the following equation: (weight of > 2 mm fraction (g) / air-dry sample weight (g)) * 100
ENTIRE_SOILS_LAB,COARSE_FRACTION_PCT,coarse_fraction,method,gravimetric after sieving
ENTIRE_SOILS_LAB,COARSE_FRACTION_PCT,coarse_fraction,value,--
ENTIRE_SOILS_LAB,C_ORG_PCT,organic_carbon,description,Organic carbon in percent.
ENTIRE_SOILS_LAB,C_ORG_PCT,organic_carbon,unit,Percent of air-dry sample weight calculated using the following equation: (weight of organic carbon / weight of sample) * 100
ENTIRE_SOILS_LAB,C_ORG_PCT,organic_carbon,method,Determined by subtracting inorganic C from total C
ENTIRE_SOILS_LAB,C_ORG_PCT,organic_carbon,value,--
ENTIRE_SOILS_LAB,C_INORG_PCT,inorganic_carbon,description,Inorganic carbon (carbonates) in percent.
ENTIRE_SOILS_LAB,C_INORG_PCT,inorganic_carbon,unit,Percent of air-dry sample weight calculated using the following equation: (weight of inorganic carbon / weight of sample) * 100
ENTIRE_SOILS_LAB,C_INORG_PCT,inorganic_carbon,method,Determined using elemental analyzer (Costech ECS 4010) on a muffle furnaced-sample (450 degrees C; to eliminate organic C)
ENTIRE_SOILS_LAB,C_INORG_PCT,inorganic_carbon,value,--
ENTIRE_SOILS_LAB,C_TOTAL_PCT,carbon_fraction,description,Total carbon (organic + inorganic) in percent
ENTIRE_SOILS_LAB,C_TOTAL_PCT,carbon_fraction,unit,Percent of air-dry sample weight calculated using the following equation: (weight of total carbon / weight of sample) * 100
ENTIRE_SOILS_LAB,C_TOTAL_PCT,carbon_fraction,method,Determined on an elemental analyzer (Costech ECS 4010)
ENTIRE_SOILS_LAB,C_TOTAL_PCT,carbon_fraction,value,--
ENTIRE_SOILS_LAB,N_TOTAL_PCT,nitrogen_fraction,description,Total nitrogen in percent
ENTIRE_SOILS_LAB,N_TOTAL_PCT,nitrogen_fraction,unit,Percent of air-dry sample weight calculated using the following equation: (weight of total nitrogen / weight of sample) * 100
ENTIRE_SOILS_LAB,N_TOTAL_PCT,nitrogen_fraction,method,Determined on an elemental analyzer (Costech ECS 4010)
ENTIRE_SOILS_LAB,N_TOTAL_PCT,nitrogen_fraction,value,--
ENTIRE_SOILS_LAB,PH_H2O,ph_h2o,description,pH in water - soil pH in a 1:1 soil/water suspension
ENTIRE_SOILS_LAB,PH_H2O,ph_h2o,unit,pH units
ENTIRE_SOILS_LAB,PH_H2O,ph_h2o,method,Measurement with a combination pH electrode in a 1:1 soil-water suspension (1:2 soil-water suspension for high organic mater samples)
ENTIRE_SOILS_LAB,PH_H2O,ph_h2o,value,--
ENTIRE_SOILS_LAB,PH_CACL2,ph_cacl,description,pH in calcium chloride - soil pH in 0.01 M CaCl2 solution
ENTIRE_SOILS_LAB,PH_CACL2,ph_cacl,unit,pH units
ENTIRE_SOILS_LAB,PH_CACL2,ph_cacl,method,Measurement with a combination pH electrode in a 1:1 M CaCl2 suspension
ENTIRE_SOILS_LAB,PH_CACL2,ph_cacl,value,--
ENTIRE_SOILS_LAB,EXCHNG_NA,sodium,description,Exchangeable sodium in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_NA,sodium,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_NA,sodium,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_NA,sodium,value,--
ENTIRE_SOILS_LAB,EXCHNG_K,potassium,description,Exchangeable potassium in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_K,potassium,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_K,potassium,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_K,potassium,value,--
ENTIRE_SOILS_LAB,EXCHNG_MG,magnesium,description,Exchangeable magnesium in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_MG,magnesium,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_MG,magnesium,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_MG,magnesium,value,--
ENTIRE_SOILS_LAB,EXCHNG_CA,calcium,description,Exchangeable calcium in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_CA,calcium,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_CA,calcium,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_CA,calcium,value,--
ENTIRE_SOILS_LAB,EXCHNG_AL,aluminum,description,Exchangeable aluminum in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_AL,aluminum,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_AL,aluminum,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_AL,aluminum,value,--
ENTIRE_SOILS_LAB,ECEC,effective_CEC,description,Effective cation exchange capacity - Exchangeable Na + K + Mg + Ca + Al) in cmolc/kg
ENTIRE_SOILS_LAB,ECEC,effective_CEC,unit,cmolc/kg
ENTIRE_SOILS_LAB,ECEC,effective_CEC,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,ECEC,effective_CEC,value,--
ENTIRE_SOILS_LAB,EXCHNG_MN,manganese,description,Exchangeable manganese in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_MN,manganese,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_MN,manganese,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_MN,manganese,value,--
ENTIRE_SOILS_LAB,EXCHNG_FE,iron,description,Exchangeable iron in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_FE,iron,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_FE,iron,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_FE,iron,value,--
ENTIRE_SOILS_LAB,EXCHNG_NI,nickel,description,Exchangeable nickel in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_NI,nickel,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_NI,nickel,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_NI,nickel,value,--
ENTIRE_SOILS_LAB,EXCHNG_CU,copper,description,Exchangeable copper in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_CU,copper,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_CU,copper,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_CU,copper,value,--
ENTIRE_SOILS_LAB,EXCHNG_ZN,zinc,description,Exchangeable zinc in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_ZN,zinc,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_ZN,zinc,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_ZN,zinc,value,--
ENTIRE_SOILS_LAB,EXCHNG_CD,cadmium,description,Exchangeable cadmium in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_CD,cadmium,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_CD,cadmium,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_CD,cadmium,value,--
ENTIRE_SOILS_LAB,EXCHNG_PB,lead,description,Exchangeable lead in mg/kg
ENTIRE_SOILS_LAB,EXCHNG_PB,lead,unit,mg/kg
ENTIRE_SOILS_LAB,EXCHNG_PB,lead,method,1 M NH4Cl (ammonium chloride) extraction with ICP-OES analysis
ENTIRE_SOILS_LAB,EXCHNG_PB,lead,value,--
